"","ring_id","datetime_trunc","year","reporting_type","dt","time","layer_1_vout","layer_1_concentration","layer_1_setpoint","layer_2_vout","layer_2_concentration","layer_2_setpoint","wind_speed","wind_direction","sector","O3_on","leaf_wetness","file_source","number_of_records","datetime","Range_flag"
"32287",0,2019-07-03 15:03:00,"2019","M","07/03/2019","15:03:36",0,-81586,600,"0.00","0",0,6.1,227,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_070319.csv",879,2019-07-03 15:03:36,"layer_1_concentration"
"181669",1,2019-07-01 08:44:00,"2019","M","07/01/2019","08:44:33",0,-218631,600,"0.00","0",0,1.3,273,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:44:33,"layer_1_concentration"
"181670",1,2019-07-01 08:45:00,"2019","M","07/01/2019","08:45:33",0,-1639753,600,"0.00","0",0,1.4,304,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:45:33,"layer_1_concentration"
"181671",1,2019-07-01 08:46:00,"2019","M","07/01/2019","08:46:33",0,-1639737,600,"0.00","0",0,1.4,300,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:46:33,"layer_1_concentration"
"181672",1,2019-07-01 08:47:00,"2019","M","07/01/2019","08:47:33",0,-1639754,600,"0.00","0",0,2,285,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:47:33,"layer_1_concentration"
"181674",1,2019-07-01 08:49:00,"2019","M","07/01/2019","08:49:09",2.76,-1639745,600,"0.00","0",0,2.1,305,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:49:09,"layer_1_concentration"
"181675",1,2019-07-01 08:50:00,"2019","M","07/01/2019","08:50:09",10,-1639744,600,"0.00","0",0,1.5,291,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:50:09,"layer_1_concentration"
"181676",1,2019-07-01 08:51:00,"2019","M","07/01/2019","08:51:09",10,-1557747,600,"0.00","0",0,2.5,289,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:51:09,"layer_1_concentration"
"181677",1,2019-07-01 08:52:00,"2019","M","07/01/2019","08:52:09",10,-1639746,600,"0.00","0",0,2.6,299,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_070119.csv",1398,2019-07-01 08:52:09,"layer_1_concentration"
"196329",1,2019-07-11 13:04:00,"2019","M","07/11/2019","13:04:22",1.82,-147,600,"0.00","0",0,1.3,318,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:04:22,"layer_1_concentration"
"196330",1,2019-07-11 13:05:00,"2019","M","07/11/2019","13:05:22",5.03,-2715,600,"0.00","0",0,1.6,333,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:05:22,"layer_1_concentration"
"196331",1,2019-07-11 13:06:00,"2019","M","07/11/2019","13:06:22",4.38,-468,600,"0.00","0",0,1.4,324,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:06:22,"layer_1_concentration"
"196332",1,2019-07-11 13:07:00,"2019","M","07/11/2019","13:07:22",7.27,-4043,600,"0.00","0",0,1.7,335,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:07:22,"layer_1_concentration"
"196333",1,2019-07-11 13:08:00,"2019","M","07/11/2019","13:08:22",9.44,-7956,600,"0.00","0",0,1.7,326,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:08:22,"layer_1_concentration"
"196334",1,2019-07-11 13:09:00,"2019","M","07/11/2019","13:09:22",9.86,-9825,600,"0.00","0",0,2,322,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:09:22,"layer_1_concentration"
"196335",1,2019-07-11 13:10:00,"2019","M","07/11/2019","13:10:22",8.13,-5336,600,"0.00","0",0,2.5,330,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 13:10:22,"layer_1_concentration"
"196425",1,2019-07-11 14:40:00,"2019","M","07/11/2019","14:40:53",8.1,-1138,600,"0.00","0",0,3.6,324,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 14:40:53,"layer_1_concentration"
"196427",1,2019-07-11 14:42:00,"2019","M","07/11/2019","14:42:53",4.73,-277,600,"0.00","0",0,3.8,305,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 14:42:53,"layer_1_concentration"
"196466",1,2019-07-11 15:21:00,"2019","M","07/11/2019","15:21:53",2.15,-72,600,"0.00","0",0,2,331,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 15:21:53,"layer_1_concentration"
"196468",1,2019-07-11 15:23:00,"2019","M","07/11/2019","15:23:53",4.21,-301,600,"0.00","0",0,3.5,327,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 15:23:53,"layer_1_concentration"
"196504",1,2019-07-11 15:59:00,"2019","M","07/11/2019","15:59:12",2.63,-435,600,"0.00","0",0,4.1,6,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 15:59:12,"layer_1_concentration"
"196505",1,2019-07-11 16:00:00,"2019","M","07/11/2019","16:00:12",4.7,-797,600,"0.00","0",0,3.8,5,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:00:12,"layer_1_concentration"
"196507",1,2019-07-11 16:02:00,"2019","M","07/11/2019","16:02:12",4.62,-342,600,"0.00","0",0,4,7,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:02:12,"layer_1_concentration"
"196508",1,2019-07-11 16:03:00,"2019","M","07/11/2019","16:03:12",7.51,-2188,600,"0.00","0",0,4.6,351,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:03:12,"layer_1_concentration"
"196509",1,2019-07-11 16:04:00,"2019","M","07/11/2019","16:04:12",4,-1203,600,"0.00","0",0,4.6,4,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:04:12,"layer_1_concentration"
"196521",1,2019-07-11 16:16:00,"2019","M","07/11/2019","16:16:12",7.11,-1882,600,"0.00","0",0,4.1,0,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:16:12,"layer_1_concentration"
"196522",1,2019-07-11 16:17:00,"2019","M","07/11/2019","16:17:12",9.14,-4275,600,"0.00","0",0,3.4,362,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:17:12,"layer_1_concentration"
"196523",1,2019-07-11 16:18:00,"2019","M","07/11/2019","16:18:12",8.39,-287,600,"0.00","0",0,3.8,362,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:18:12,"layer_1_concentration"
"196530",1,2019-07-11 16:25:00,"2019","M","07/11/2019","16:25:44",5.07,-2190,600,"0.00","0",0,3.1,11,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:25:44,"layer_1_concentration"
"196531",1,2019-07-11 16:26:00,"2019","M","07/11/2019","16:26:44",8.38,-4490,600,"0.00","0",0,2.9,-1,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:26:44,"layer_1_concentration"
"196532",1,2019-07-11 16:27:00,"2019","M","07/11/2019","16:27:44",8.58,-7162,600,"0.00","0",0,2.5,350,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:27:44,"layer_1_concentration"
"196533",1,2019-07-11 16:28:00,"2019","M","07/11/2019","16:28:44",9.2,-7176,600,"0.00","0",0,2.6,360,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:28:44,"layer_1_concentration"
"196534",1,2019-07-11 16:29:00,"2019","M","07/11/2019","16:29:44",9.39,-3951,600,"0.00","0",0,3,361,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:29:44,"layer_1_concentration"
"196535",1,2019-07-11 16:30:00,"2019","M","07/11/2019","16:30:44",9.92,-9308,600,"0.00","0",0,2.6,344,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:30:44,"layer_1_concentration"
"196536",1,2019-07-11 16:31:00,"2019","M","07/11/2019","16:31:44",9.67,-281,600,"0.00","0",0,3.2,352,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:31:44,"layer_1_concentration"
"196537",1,2019-07-11 16:32:00,"2019","M","07/11/2019","16:32:44",9.97,-624,600,"0.00","0",0,3.5,365,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:32:44,"layer_1_concentration"
"196538",1,2019-07-11 16:33:00,"2019","M","07/11/2019","16:33:44",9.95,-153,600,"0.00","0",0,2.9,359,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:33:44,"layer_1_concentration"
"196539",1,2019-07-11 16:34:00,"2019","M","07/11/2019","16:34:44",9.93,-1507,600,"0.00","0",0,2.9,361,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:34:44,"layer_1_concentration"
"196541",1,2019-07-11 16:36:00,"2019","M","07/11/2019","16:36:44",10,-6214,600,"0.00","0",0,2.5,0,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:36:44,"layer_1_concentration"
"196549",1,2019-07-11 16:44:00,"2019","M","07/11/2019","16:44:44",10,-2122,600,"0.00","0",0,4.3,28,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:44:44,"layer_1_concentration"
"196550",1,2019-07-11 16:45:00,"2019","M","07/11/2019","16:45:44",9.99,-2630,600,"0.00","0",0,4.1,30,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:45:44,"layer_1_concentration"
"196552",1,2019-07-11 16:47:00,"2019","M","07/11/2019","16:47:44",9.89,-69,600,"0.00","0",0,2.8,18,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:47:44,"layer_1_concentration"
"196553",1,2019-07-11 16:48:00,"2019","M","07/11/2019","16:48:44",9.92,-1791,600,"0.00","0",0,3.2,20,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:48:44,"layer_1_concentration"
"196554",1,2019-07-11 16:49:00,"2019","M","07/11/2019","16:49:44",9.78,-7566,600,"0.00","0",0,3,26,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:49:44,"layer_1_concentration"
"196555",1,2019-07-11 16:50:00,"2019","M","07/11/2019","16:50:44",9.7,-4480,600,"0.00","0",0,3.8,2,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:50:44,"layer_1_concentration"
"196556",1,2019-07-11 16:51:00,"2019","M","07/11/2019","16:51:44",9.88,-4977,600,"0.00","0",0,3.8,37,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:51:44,"layer_1_concentration"
"196557",1,2019-07-11 16:52:00,"2019","M","07/11/2019","16:52:44",9.44,-2080,600,"0.00","0",0,2.8,33,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:52:44,"layer_1_concentration"
"196558",1,2019-07-11 16:53:00,"2019","M","07/11/2019","16:53:44",10,-7655,600,"0.00","0",0,2.9,10,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:53:44,"layer_1_concentration"
"196559",1,2019-07-11 16:54:00,"2019","M","07/11/2019","16:54:44",9.98,-4957,600,"0.00","0",0,2.7,21,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:54:44,"layer_1_concentration"
"196560",1,2019-07-11 16:55:00,"2019","M","07/11/2019","16:55:44",9.99,-6264,600,"0.00","0",0,3.1,25,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:55:44,"layer_1_concentration"
"196561",1,2019-07-11 16:56:00,"2019","M","07/11/2019","16:56:44",9.92,-7650,600,"0.00","0",0,3.2,6,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:56:44,"layer_1_concentration"
"196562",1,2019-07-11 16:57:00,"2019","M","07/11/2019","16:57:44",10,-8933,600,"0.00","0",0,2.8,2,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:57:44,"layer_1_concentration"
"196563",1,2019-07-11 16:58:00,"2019","M","07/11/2019","16:58:44",10,-5739,600,"0.00","0",0,3.1,363,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:58:44,"layer_1_concentration"
"196564",1,2019-07-11 16:59:00,"2019","M","07/11/2019","16:59:44",10,-4378,600,"0.00","0",0,3.1,34,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 16:59:44,"layer_1_concentration"
"196565",1,2019-07-11 17:00:00,"2019","M","07/11/2019","17:00:44",9.59,-2263,600,"0.00","0",0,2.8,368,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 17:00:44,"layer_1_concentration"
"196566",1,2019-07-11 17:01:00,"2019","M","07/11/2019","17:01:44",0,-948,600,"0.00","0",0,3.3,5,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071119.csv",579,2019-07-11 17:01:44,"layer_1_concentration"
"198908",1,2019-07-13 08:03:00,"2019","M","07/13/2019","08:03:26",4.46,-445,600,"0.00","0",0,2.6,272,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:03:26,"layer_1_concentration"
"198909",1,2019-07-13 08:04:00,"2019","M","07/13/2019","08:04:26",7.83,-4640,600,"0.00","0",0,3,287,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:04:26,"layer_1_concentration"
"198910",1,2019-07-13 08:05:00,"2019","M","07/13/2019","08:05:26",1.64,-3124,600,"0.00","0",0,2.9,275,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:05:26,"layer_1_concentration"
"198921",1,2019-07-13 08:16:00,"2019","M","07/13/2019","08:16:26",9.27,-5697,600,"0.00","0",0,2.9,275,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:16:26,"layer_1_concentration"
"198922",1,2019-07-13 08:17:00,"2019","M","07/13/2019","08:17:26",9.75,-4644,600,"0.00","0",0,3.3,264,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:17:26,"layer_1_concentration"
"198923",1,2019-07-13 08:18:00,"2019","M","07/13/2019","08:18:26",9.19,-551,600,"0.00","0",0,3,271,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:18:26,"layer_1_concentration"
"198924",1,2019-07-13 08:19:00,"2019","M","07/13/2019","08:19:26",9.21,-3724,600,"0.00","0",0,3,278,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:19:26,"layer_1_concentration"
"198925",1,2019-07-13 08:20:00,"2019","M","07/13/2019","08:20:26",8.19,-3479,600,"0.00","0",0,2.9,262,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 08:20:26,"layer_1_concentration"
"199446",1,2019-07-13 17:01:00,"2019","M","07/13/2019","17:01:12",0,-562,600,"0.00","0",0,2.1,243,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 17:01:12,"layer_1_concentration"
"199459",1,2019-07-13 17:14:00,"2019","M","07/13/2019","17:14:12",0,-415,600,"0.00","0",0,1.2,220,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071319.csv",1433,2019-07-13 17:14:12,"layer_1_concentration"
"200359",1,2019-07-14 08:14:00,"2019","M","07/14/2019","08:14:13",2.63,-457,600,"0.00","0",0,0.4,231,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:14:13,"layer_1_concentration"
"200360",1,2019-07-14 08:15:00,"2019","M","07/14/2019","08:15:13",3.02,-183,600,"0.00","0",0,1.1,229,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:15:13,"layer_1_concentration"
"200362",1,2019-07-14 08:17:00,"2019","M","07/14/2019","08:17:13",6.69,-1050,600,"0.00","0",0,0.7,173,5,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:17:13,"layer_1_concentration"
"200367",1,2019-07-14 08:22:00,"2019","M","07/14/2019","08:22:13",6.88,-2465,600,"0.00","0",0,0.6,270,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:22:13,"layer_1_concentration"
"200369",1,2019-07-14 08:24:00,"2019","M","07/14/2019","08:24:13",6.21,-430,600,"0.00","0",0,1.8,211,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:24:13,"layer_1_concentration"
"200370",1,2019-07-14 08:25:00,"2019","M","07/14/2019","08:25:13",9.83,-11613,600,"0.00","0",0,1.7,230,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:25:13,"layer_1_concentration"
"200371",1,2019-07-14 08:26:00,"2019","M","07/14/2019","08:26:13",8.08,-353,600,"0.00","0",0,1.5,229,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:26:13,"layer_1_concentration"
"200374",1,2019-07-14 08:29:00,"2019","M","07/14/2019","08:29:13",9.1,-2674,600,"0.00","0",0,0.8,282,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:29:13,"layer_1_concentration"
"200377",1,2019-07-14 08:32:00,"2019","M","07/14/2019","08:32:13",9.29,-501,600,"0.00","0",0,1.4,250,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:32:13,"layer_1_concentration"
"200378",1,2019-07-14 08:33:00,"2019","M","07/14/2019","08:33:13",9.49,-1409,600,"0.00","0",0,1.7,274,7,"0","0.02 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:33:13,"layer_1_concentration"
"200379",1,2019-07-14 08:34:00,"2019","M","07/14/2019","08:34:13",0.56,-8515,600,"0.00","0",0,1.3,255,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 08:34:13,"layer_1_concentration"
"200813",1,2019-07-14 15:48:00,"2019","M","07/14/2019","15:48:02",3.17,-1578,600,"0.00","0",0,0.8,289,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:48:02,"layer_1_concentration"
"200814",1,2019-07-14 15:49:00,"2019","M","07/14/2019","15:49:02",8.34,-8622,600,"0.00","0",0,0.8,304,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:49:02,"layer_1_concentration"
"200815",1,2019-07-14 15:50:00,"2019","M","07/14/2019","15:50:02",8.47,-13456,600,"0.00","0",0,0.4,315,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:50:02,"layer_1_concentration"
"200816",1,2019-07-14 15:51:00,"2019","M","07/14/2019","15:51:02",1,-9431,600,"0.00","0",0,0.3,224,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:51:02,"layer_1_concentration"
"200817",1,2019-07-14 15:52:00,"2019","M","07/14/2019","15:52:02",1.75,-15391,600,"0.00","0",0,0.5,259,6,"0","0.02 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:52:02,"layer_1_concentration"
"200818",1,2019-07-14 15:53:00,"2019","M","07/14/2019","15:53:02",10,-9082,600,"0.00","0",0,1,233,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:53:02,"layer_1_concentration"
"200819",1,2019-07-14 15:54:00,"2019","M","07/14/2019","15:54:02",0.17,-3777,600,"0.00","0",0,0.8,228,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:54:02,"layer_1_concentration"
"200820",1,2019-07-14 15:55:00,"2019","M","07/14/2019","15:55:02",0,-1017,600,"0.00","0",0,1,239,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:55:02,"layer_1_concentration"
"200821",1,2019-07-14 15:56:00,"2019","M","07/14/2019","15:56:02",0,-353,600,"0.00","0",0,0.9,231,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:56:02,"layer_1_concentration"
"200824",1,2019-07-14 15:59:00,"2019","M","07/14/2019","15:59:02",0,-915,600,"0.00","0",0,0.4,239,6,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071419.csv",956,2019-07-14 15:59:02,"layer_1_concentration"
"201816",1,2019-07-15 08:31:00,"2019","M","07/15/2019","08:31:50",0,-468,600,"0.00","0",0,1.1,219,7,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_071519.csv",583,2019-07-15 08:31:50,"layer_1_concentration"
"215048",1,2019-07-24 13:03:00,"2019","M","07/24/2019","13:03:20",4.3,-827,600,"0.00","0",0,2.7,11,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 13:03:20,"layer_1_concentration"
"215049",1,2019-07-24 13:04:00,"2019","M","07/24/2019","13:04:20",6.74,-5615,600,"0.00","0",0,2.4,5,1,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 13:04:20,"layer_1_concentration"
"215133",1,2019-07-24 14:28:00,"2019","M","07/24/2019","14:28:43",6.05,-6332,600,"0.00","0",0,1.6,62,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:28:43,"layer_1_concentration"
"215134",1,2019-07-24 14:29:00,"2019","M","07/24/2019","14:29:43",5.48,-4741,600,"0.00","0",0,1.7,71,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:29:43,"layer_1_concentration"
"215135",1,2019-07-24 14:30:00,"2019","M","07/24/2019","14:30:43",10,-8979,600,"0.00","0",0,1.5,95,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:30:43,"layer_1_concentration"
"215136",1,2019-07-24 14:31:00,"2019","M","07/24/2019","14:31:43",9.46,-10490,600,"0.00","0",0,2.4,31,2,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R14/Avg_072419.csv",967,2019-07-24 14:31:43,"layer_1_concentration"
