"","ring_id","datetime_trunc","year","reporting_type","dt","time","layer_1_vout","layer_1_concentration","layer_1_setpoint","layer_2_vout","layer_2_concentration","layer_2_setpoint","wind_speed","wind_direction","sector","O3_on","leaf_wetness","file_source","number_of_records","datetime","Range_flag"
"537146",3,2019-08-05 05:16:00,"2019","M","08/05/2019","05:16:56",0,1120,600,"0.00","0",0,0,134,3,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:16:56,"layer_1_concentration"
"537147",3,2019-08-05 05:17:00,"2019","M","08/05/2019","05:17:56",0,1099,600,"0.00","0",0,0,135,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:17:56,"layer_1_concentration"
"537148",3,2019-08-05 05:18:00,"2019","M","08/05/2019","05:18:56",0,1084,600,"0.00","0",0,0,134,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:18:56,"layer_1_concentration"
"537149",3,2019-08-05 05:19:00,"2019","M","08/05/2019","05:19:56",0,1069,600,"0.00","0",0,0,152,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:19:56,"layer_1_concentration"
"537150",3,2019-08-05 05:20:00,"2019","M","08/05/2019","05:20:56",0,1075,600,"0.00","0",0,0,151,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:20:56,"layer_1_concentration"
"537151",3,2019-08-05 05:21:00,"2019","M","08/05/2019","05:21:56",0,1035,600,"0.00","0",0,0,158,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:21:56,"layer_1_concentration"
"537152",3,2019-08-05 05:22:00,"2019","M","08/05/2019","05:22:56",0,1072,600,"0.00","0",0,0,158,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:22:56,"layer_1_concentration"
"537153",3,2019-08-05 05:23:00,"2019","M","08/05/2019","05:23:56",0,1074,600,"0.00","0",0,0,146,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:23:56,"layer_1_concentration"
"537154",3,2019-08-05 05:24:00,"2019","M","08/05/2019","05:24:56",0,1071,600,"0.00","0",0,0,122,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:24:56,"layer_1_concentration"
"537155",3,2019-08-05 05:25:00,"2019","M","08/05/2019","05:25:56",0,1058,600,"0.00","0",0,0,125,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:25:56,"layer_1_concentration"
"537156",3,2019-08-05 05:26:00,"2019","M","08/05/2019","05:26:56",0,1033,600,"0.00","0",0,0,116,3,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080519.csv",1440,2019-08-05 05:26:56,"layer_1_concentration"
"543930",3,2019-08-09 22:19:00,"2019","M","08/09/2019","22:19:13",0,1003,600,"0.00","0",0,0,299,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:19:13,"layer_1_concentration"
"543931",3,2019-08-09 22:20:00,"2019","M","08/09/2019","22:20:13",0,1014,600,"0.00","0",0,0,310,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:20:13,"layer_1_concentration"
"543932",3,2019-08-09 22:21:00,"2019","M","08/09/2019","22:21:13",0,1032,600,"0.00","0",0,0,313,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:21:13,"layer_1_concentration"
"543933",3,2019-08-09 22:22:00,"2019","M","08/09/2019","22:22:13",0,1034,600,"0.00","0",0,0,323,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:22:13,"layer_1_concentration"
"543934",3,2019-08-09 22:23:00,"2019","M","08/09/2019","22:23:13",0,1032,600,"0.00","0",0,0,309,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:23:13,"layer_1_concentration"
"543935",3,2019-08-09 22:24:00,"2019","M","08/09/2019","22:24:13",0,1034,600,"0.00","0",0,0,294,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:24:13,"layer_1_concentration"
"543936",3,2019-08-09 22:25:00,"2019","M","08/09/2019","22:25:13",0,1019,600,"0.00","0",0,0,315,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:25:13,"layer_1_concentration"
"543937",3,2019-08-09 22:26:00,"2019","M","08/09/2019","22:26:13",0,1006,600,"0.00","0",0,0,318,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 22:26:13,"layer_1_concentration"
"544011",3,2019-08-09 23:40:00,"2019","M","08/09/2019","23:40:13",0,1006,600,"0.00","0",0,0,66,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:40:13,"layer_1_concentration"
"544019",3,2019-08-09 23:48:00,"2019","M","08/09/2019","23:48:13",0,1004,600,"0.00","0",0,0,240,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:48:13,"layer_1_concentration"
"544020",3,2019-08-09 23:49:00,"2019","M","08/09/2019","23:49:13",0,1023,600,"0.00","0",0,0,242,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:49:13,"layer_1_concentration"
"544021",3,2019-08-09 23:50:00,"2019","M","08/09/2019","23:50:13",0,1027,600,"0.00","0",0,0,248,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:50:13,"layer_1_concentration"
"544022",3,2019-08-09 23:51:00,"2019","M","08/09/2019","23:51:13",0,1032,600,"0.00","0",0,0,251,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:51:13,"layer_1_concentration"
"544023",3,2019-08-09 23:52:00,"2019","M","08/09/2019","23:52:13",0,1019,600,"0.00","0",0,0,254,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:52:13,"layer_1_concentration"
"544024",3,2019-08-09 23:53:00,"2019","M","08/09/2019","23:53:13",0,1003,600,"0.00","0",0,0,250,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:53:13,"layer_1_concentration"
"544025",3,2019-08-09 23:54:00,"2019","M","08/09/2019","23:54:13",0,1002,600,"0.00","0",0,0,243,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_080919.csv",1021,2019-08-09 23:54:13,"layer_1_concentration"
"544063",3,2019-08-10 00:32:00,"2019","M","08/10/2019","00:32:13",0,1001,600,"0.00","0",0,0,129,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:32:13,"layer_1_concentration"
"544064",3,2019-08-10 00:33:00,"2019","M","08/10/2019","00:33:13",0,1020,600,"0.00","0",0,0,129,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:33:13,"layer_1_concentration"
"544065",3,2019-08-10 00:34:00,"2019","M","08/10/2019","00:34:13",0,1028,600,"0.00","0",0,0,129,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:34:13,"layer_1_concentration"
"544066",3,2019-08-10 00:35:00,"2019","M","08/10/2019","00:35:13",0,1034,600,"0.00","0",0,0,146,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:35:13,"layer_1_concentration"
"544067",3,2019-08-10 00:36:00,"2019","M","08/10/2019","00:36:13",0,1044,600,"0.00","0",0,0,153,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:36:13,"layer_1_concentration"
"544068",3,2019-08-10 00:37:00,"2019","M","08/10/2019","00:37:13",0,1050,600,"0.00","0",0,0,190,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:37:13,"layer_1_concentration"
"544069",3,2019-08-10 00:38:00,"2019","M","08/10/2019","00:38:13",0,1054,600,"0.00","0",0,0,205,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:38:13,"layer_1_concentration"
"544070",3,2019-08-10 00:39:00,"2019","M","08/10/2019","00:39:13",0,1059,600,"0.00","0",0,0,199,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:39:13,"layer_1_concentration"
"544071",3,2019-08-10 00:40:00,"2019","M","08/10/2019","00:40:13",0,1058,600,"0.00","0",0,0,199,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:40:13,"layer_1_concentration"
"544072",3,2019-08-10 00:41:00,"2019","M","08/10/2019","00:41:13",0,1053,600,"0.00","0",0,0,196,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:41:13,"layer_1_concentration"
"544073",3,2019-08-10 00:42:00,"2019","M","08/10/2019","00:42:13",0,1028,600,"0.00","0",0,0,195,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:42:13,"layer_1_concentration"
"544074",3,2019-08-10 00:43:00,"2019","M","08/10/2019","00:43:13",0,1027,600,"0.00","0",0,0,189,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:43:13,"layer_1_concentration"
"544075",3,2019-08-10 00:44:00,"2019","M","08/10/2019","00:44:13",0,1022,600,"0.00","0",0,0,181,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:44:13,"layer_1_concentration"
"544077",3,2019-08-10 00:46:00,"2019","M","08/10/2019","00:46:13",0,1007,600,"0.00","0",0,0,155,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:46:13,"layer_1_concentration"
"544080",3,2019-08-10 00:49:00,"2019","M","08/10/2019","00:49:13",0,1003,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:49:13,"layer_1_concentration"
"544081",3,2019-08-10 00:50:00,"2019","M","08/10/2019","00:50:13",0,1021,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:50:13,"layer_1_concentration"
"544082",3,2019-08-10 00:51:00,"2019","M","08/10/2019","00:51:13",0,1028,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:51:13,"layer_1_concentration"
"544083",3,2019-08-10 00:52:00,"2019","M","08/10/2019","00:52:13",0,1041,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:52:13,"layer_1_concentration"
"544084",3,2019-08-10 00:53:00,"2019","M","08/10/2019","00:53:13",0,1049,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:53:13,"layer_1_concentration"
"544086",3,2019-08-10 00:55:00,"2019","M","08/10/2019","00:55:13",0,1060,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:55:13,"layer_1_concentration"
"544087",3,2019-08-10 00:56:00,"2019","M","08/10/2019","00:56:13",0,1057,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:56:13,"layer_1_concentration"
"544088",3,2019-08-10 00:57:00,"2019","M","08/10/2019","00:57:13",0,1057,600,"0.00","0",0,0,137,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:57:13,"layer_1_concentration"
"544089",3,2019-08-10 00:58:00,"2019","M","08/10/2019","00:58:13",0,1053,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:58:13,"layer_1_concentration"
"544090",3,2019-08-10 00:59:00,"2019","M","08/10/2019","00:59:13",0,1052,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 00:59:13,"layer_1_concentration"
"544091",3,2019-08-10 01:00:00,"2019","M","08/10/2019","01:00:13",0,1061,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:00:13,"layer_1_concentration"
"544092",3,2019-08-10 01:01:00,"2019","M","08/10/2019","01:01:13",0,1071,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:01:13,"layer_1_concentration"
"544093",3,2019-08-10 01:02:00,"2019","M","08/10/2019","01:02:13",0,1081,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:02:13,"layer_1_concentration"
"544094",3,2019-08-10 01:03:00,"2019","M","08/10/2019","01:03:13",0,1078,600,"0.00","0",0,0,136,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:03:13,"layer_1_concentration"
"544095",3,2019-08-10 01:04:00,"2019","M","08/10/2019","01:04:13",0,1080,600,"0.00","0",0,0,103,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:04:13,"layer_1_concentration"
"544096",3,2019-08-10 01:05:00,"2019","M","08/10/2019","01:05:13",0,1077,600,"0.00","0",0,0,103,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:05:13,"layer_1_concentration"
"544097",3,2019-08-10 01:06:00,"2019","M","08/10/2019","01:06:13",0,1091,600,"0.00","0",0,0,103,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:06:13,"layer_1_concentration"
"544098",3,2019-08-10 01:07:00,"2019","M","08/10/2019","01:07:13",0,1107,600,"0.00","0",0,0,103,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:07:13,"layer_1_concentration"
"544099",3,2019-08-10 01:08:00,"2019","M","08/10/2019","01:08:13",0,1118,600,"0.00","0",0,0,31,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:08:13,"layer_1_concentration"
"544100",3,2019-08-10 01:09:00,"2019","M","08/10/2019","01:09:13",0,1131,600,"0.00","0",0,0,319,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:09:13,"layer_1_concentration"
"544101",3,2019-08-10 01:10:00,"2019","M","08/10/2019","01:10:13",0,1140,600,"0.00","0",0,0,320,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:10:13,"layer_1_concentration"
"544102",3,2019-08-10 01:11:00,"2019","M","08/10/2019","01:11:13",0,1144,600,"0.00","0",0,0,319,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:11:13,"layer_1_concentration"
"544103",3,2019-08-10 01:12:00,"2019","M","08/10/2019","01:12:13",0,1125,600,"0.00","0",0,0,323,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:12:13,"layer_1_concentration"
"544104",3,2019-08-10 01:13:00,"2019","M","08/10/2019","01:13:13",0,1084,600,"0.00","0",0,0,321,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:13:13,"layer_1_concentration"
"544105",3,2019-08-10 01:14:00,"2019","M","08/10/2019","01:14:13",0,1069,600,"0.00","0",0,0,321,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:14:13,"layer_1_concentration"
"544106",3,2019-08-10 01:15:00,"2019","M","08/10/2019","01:15:13",0,1058,600,"0.00","0",0,0,338,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:15:13,"layer_1_concentration"
"544107",3,2019-08-10 01:16:00,"2019","M","08/10/2019","01:16:13",0,1053,600,"0.00","0",0,0,344,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:16:13,"layer_1_concentration"
"544108",3,2019-08-10 01:17:00,"2019","M","08/10/2019","01:17:13",0,1043,600,"0.00","0",0,0,348,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:17:13,"layer_1_concentration"
"544109",3,2019-08-10 01:18:00,"2019","M","08/10/2019","01:18:13",0,1060,600,"0.00","0",0,0,347,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:18:13,"layer_1_concentration"
"544110",3,2019-08-10 01:19:00,"2019","M","08/10/2019","01:19:13",0,1062,600,"0.00","0",0,0,348,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:19:13,"layer_1_concentration"
"544111",3,2019-08-10 01:20:00,"2019","M","08/10/2019","01:20:13",0,1059,600,"0.00","0",0,0,346,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:20:13,"layer_1_concentration"
"544112",3,2019-08-10 01:21:00,"2019","M","08/10/2019","01:21:13",0,1053,600,"0.00","0",0,0,335,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:21:13,"layer_1_concentration"
"544113",3,2019-08-10 01:22:00,"2019","M","08/10/2019","01:22:13",0,1054,600,"0.00","0",0,0,331,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:22:13,"layer_1_concentration"
"544114",3,2019-08-10 01:23:00,"2019","M","08/10/2019","01:23:13",0,1058,600,"0.00","0",0,0,333,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:23:13,"layer_1_concentration"
"544115",3,2019-08-10 01:24:00,"2019","M","08/10/2019","01:24:13",0,1063,600,"0.00","0",0,0,0,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:24:13,"layer_1_concentration"
"544116",3,2019-08-10 01:25:00,"2019","M","08/10/2019","01:25:13",0,1053,600,"0.00","0",0,0.1,37,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:25:13,"layer_1_concentration"
"544117",3,2019-08-10 01:26:00,"2019","M","08/10/2019","01:26:13",0,1061,600,"0.00","0",0,1,32,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:26:13,"layer_1_concentration"
"544118",3,2019-08-10 01:27:00,"2019","M","08/10/2019","01:27:13",0,1004,600,"0.00","0",0,0.3,23,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 01:27:13,"layer_1_concentration"
"544151",3,2019-08-10 02:00:00,"2019","M","08/10/2019","02:00:13",0,1022,600,"0.00","0",0,0,137,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:00:13,"layer_1_concentration"
"544152",3,2019-08-10 02:01:00,"2019","M","08/10/2019","02:01:13",0,1027,600,"0.00","0",0,0,59,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:01:13,"layer_1_concentration"
"544153",3,2019-08-10 02:02:00,"2019","M","08/10/2019","02:02:13",0,1018,600,"0.00","0",0,0,1,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:02:13,"layer_1_concentration"
"544154",3,2019-08-10 02:03:00,"2019","M","08/10/2019","02:03:13",0,1023,600,"0.00","0",0,0,0,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:03:13,"layer_1_concentration"
"544155",3,2019-08-10 02:04:00,"2019","M","08/10/2019","02:04:13",0,1033,600,"0.00","0",0,0,362,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:04:13,"layer_1_concentration"
"544156",3,2019-08-10 02:05:00,"2019","M","08/10/2019","02:05:13",0,1032,600,"0.00","0",0,0,366,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:05:13,"layer_1_concentration"
"544157",3,2019-08-10 02:06:00,"2019","M","08/10/2019","02:06:13",0,1029,600,"0.00","0",0,0,1,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:06:13,"layer_1_concentration"
"544158",3,2019-08-10 02:07:00,"2019","M","08/10/2019","02:07:13",0,1024,600,"0.00","0",0,0,2,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:07:13,"layer_1_concentration"
"544159",3,2019-08-10 02:08:00,"2019","M","08/10/2019","02:08:13",0,1014,600,"0.00","0",0,0,3,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:08:13,"layer_1_concentration"
"544160",3,2019-08-10 02:09:00,"2019","M","08/10/2019","02:09:13",0,1024,600,"0.00","0",0,0,2,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:09:13,"layer_1_concentration"
"544161",3,2019-08-10 02:10:00,"2019","M","08/10/2019","02:10:13",0,1038,600,"0.00","0",0,0,200,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:10:13,"layer_1_concentration"
"544162",3,2019-08-10 02:11:00,"2019","M","08/10/2019","02:11:13",0,1030,600,"0.00","0",0,0,198,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:11:13,"layer_1_concentration"
"544163",3,2019-08-10 02:12:00,"2019","M","08/10/2019","02:12:13",0,1021,600,"0.00","0",0,0,172,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:12:13,"layer_1_concentration"
"544164",3,2019-08-10 02:13:00,"2019","M","08/10/2019","02:13:13",0,1053,600,"0.00","0",0,0,172,8,"0","0.00 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:13:13,"layer_1_concentration"
"544165",3,2019-08-10 02:14:00,"2019","M","08/10/2019","02:14:13",0,1043,600,"0.00","0",0,0,96,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:14:13,"layer_1_concentration"
"544166",3,2019-08-10 02:15:00,"2019","M","08/10/2019","02:15:13",0,1041,600,"0.00","0",0,0,60,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:15:13,"layer_1_concentration"
"544167",3,2019-08-10 02:16:00,"2019","M","08/10/2019","02:16:13",0,1051,600,"0.00","0",0,0,76,8,"0","0.01 ","\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R16/Avg_081019.csv",1437,2019-08-10 02:16:13,"layer_1_concentration"
