,reporting_type,ring_id,dt,time,layer_1_vout,layer_1_concentration,layer_1_setpoint,layer_2_vout,layer_2_concentration,layer_2_setpoint,wind_speed,wind_direction,sector,O3_on,leaf_wetness,file_source,number_of_records,Range_flag,evaluator,replacement_value,explanation
784680,M,0,9/2/2019,23:24:50,0,1008,600,0,0,0,0.2,99,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784681,M,0,9/2/2019,23:25:50,0,1027,600,0,0,0,0.4,102,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784695,M,0,9/2/2019,23:39:50,0,1007,600,0,0,0,0,140,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784699,M,0,9/2/2019,23:43:50,0,1007,600,0,0,0,0,146,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784700,M,0,9/2/2019,23:44:50,0,1013,600,0,0,0,0,156,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784701,M,0,9/2/2019,23:45:50,0,1023,600,0,0,0,0,160,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784702,M,0,9/2/2019,23:46:50,0,1014,600,0,0,0,0,166,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784703,M,0,9/2/2019,23:47:50,0,1013,600,0,0,0,0,178,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784704,M,0,9/2/2019,23:48:50,0,1019,600,0,0,0,0,184,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784705,M,0,9/2/2019,23:49:50,0,1021,600,0,0,0,0,222,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784709,M,0,9/2/2019,23:53:50,0,1011,600,0,0,0,0,187,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784710,M,0,9/2/2019,23:54:50,0,1023,600,0,0,0,0,187,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784711,M,0,9/2/2019,23:55:50,0,1033,600,0,0,0,0,187,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784712,M,0,9/2/2019,23:56:50,0,1026,600,0,0,0,0,195,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784713,M,0,9/2/2019,23:57:50,0,1014,600,0,0,0,0,195,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784715,M,0,9/2/2019,23:59:50,0,1009,600,0,0,0,0,195,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090219.csv,1439,layer_1_concentration,,,
784742,M,0,9/3/2019,0:26:50,0,1011,600,0,0,0,0.4,196,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784743,M,0,9/3/2019,0:27:50,0,1016,600,0,0,0,0.4,196,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784744,M,0,9/3/2019,0:28:50,0,1005,600,0,0,0,0.4,191,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784768,M,0,9/3/2019,0:52:50,0,1057,600,0,0,0,0,143,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784769,M,0,9/3/2019,0:53:50,0,1035,600,0,0,0,0,143,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784770,M,0,9/3/2019,0:54:50,0,1002,600,0,0,0,0,142,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784772,M,0,9/3/2019,0:56:50,0,1010,600,0,0,0,0,103,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784776,M,0,9/3/2019,1:00:50,0,1003,600,0,0,0,0,97,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784777,M,0,9/3/2019,1:01:50,0,1014,600,0,0,0,0,92,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784778,M,0,9/3/2019,1:02:50,0,1009,600,0,0,0,0,94,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784779,M,0,9/3/2019,1:03:50,0,1034,600,0,0,0,0,104,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784780,M,0,9/3/2019,1:04:50,0,1024,600,0,0,0,0,120,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784781,M,0,9/3/2019,1:05:50,0,1023,600,0,0,0,0,135,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784782,M,0,9/3/2019,1:06:50,0,1031,600,0,0,0,0,176,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784783,M,0,9/3/2019,1:07:50,0,1012,600,0,0,0,0,188,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784784,M,0,9/3/2019,1:08:50,0,1004,600,0,0,0,0,200,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784785,M,0,9/3/2019,1:09:50,0,1011,600,0,0,0,0,203,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784786,M,0,9/3/2019,1:10:50,0,1021,600,0,0,0,0,204,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784787,M,0,9/3/2019,1:11:50,0,1023,600,0,0,0,0,199,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784788,M,0,9/3/2019,1:12:50,0,1017,600,0,0,0,0,198,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784789,M,0,9/3/2019,1:13:50,0,1035,600,0,0,0,0,185,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784790,M,0,9/3/2019,1:14:50,0,1045,600,0,0,0,0,191,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784791,M,0,9/3/2019,1:15:50,0,1028,600,0,0,0,0,202,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784792,M,0,9/3/2019,1:16:50,0,1015,600,0,0,0,0,205,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784793,M,0,9/3/2019,1:17:50,0,1007,600,0,0,0,0,204,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784794,M,0,9/3/2019,1:18:50,0,1004,600,0,0,0,0,223,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784795,M,0,9/3/2019,1:19:50,0,1024,600,0,0,0,0,226,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784796,M,0,9/3/2019,1:20:50,0,1015,600,0,0,0,0,228,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784797,M,0,9/3/2019,1:21:50,0,1019,600,0,0,0,0,230,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784798,M,0,9/3/2019,1:22:50,0,1024,600,0,0,0,0,227,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784799,M,0,9/3/2019,1:23:50,0,1029,600,0,0,0,0,222,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784800,M,0,9/3/2019,1:24:50,0,1052,600,0,0,0,0,209,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784801,M,0,9/3/2019,1:25:50,0,1045,600,0,0,0,0,196,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784802,M,0,9/3/2019,1:26:50,0,1044,600,0,0,0,0,184,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784803,M,0,9/3/2019,1:27:50,0,1052,600,0,0,0,0,179,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784804,M,0,9/3/2019,1:28:50,0,1071,600,0,0,0,0,179,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784805,M,0,9/3/2019,1:29:50,0,1077,600,0,0,0,0,182,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784806,M,0,9/3/2019,1:30:50,0,1093,600,0,0,0,0,188,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784807,M,0,9/3/2019,1:31:50,0,1103,600,0,0,0,0,194,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784808,M,0,9/3/2019,1:32:50,0,1076,600,0,0,0,0,199,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784809,M,0,9/3/2019,1:33:50,0,1071,600,0,0,0,0,202,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784810,M,0,9/3/2019,1:34:50,0,1058,600,0,0,0,0,190,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784811,M,0,9/3/2019,1:35:50,0,1073,600,0,0,0,0,174,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784812,M,0,9/3/2019,1:36:50,0,1153,600,0,0,0,0,135,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784813,M,0,9/3/2019,1:37:50,0,1149,600,0,0,0,0,106,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784814,M,0,9/3/2019,1:38:50,0,1218,600,0,0,0,0,102,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784815,M,0,9/3/2019,1:39:50,0,1247,600,0,0,0,0,91,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784816,M,0,9/3/2019,1:40:50,0,1208,600,0,0,0,0,92,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784817,M,0,9/3/2019,1:41:50,0,1132,600,0,0,0,0,93,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784818,M,0,9/3/2019,1:42:50,0,1100,600,0,0,0,0,102,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784819,M,0,9/3/2019,1:43:50,0,1122,600,0,0,0,0,105,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784820,M,0,9/3/2019,1:44:50,0,1093,600,0,0,0,0,106,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784821,M,0,9/3/2019,1:45:50,0,1114,600,0,0,0,0,112,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784822,M,0,9/3/2019,1:46:50,0,1205,600,0,0,0,0,117,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784823,M,0,9/3/2019,1:47:50,0,1126,600,0,0,0,0,119,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784824,M,0,9/3/2019,1:48:50,0,1103,600,0,0,0,0,130,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784825,M,0,9/3/2019,1:49:50,0,1115,600,0,0,0,0,141,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784826,M,0,9/3/2019,1:50:50,0,1160,600,0,0,0,0,155,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784827,M,0,9/3/2019,1:51:50,0,1163,600,0,0,0,0,165,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784828,M,0,9/3/2019,1:52:50,0,1158,600,0,0,0,0,166,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784829,M,0,9/3/2019,1:53:50,0,1152,600,0,0,0,0,162,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784830,M,0,9/3/2019,1:54:50,0,1157,600,0,0,0,0,160,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784831,M,0,9/3/2019,1:55:50,0,1163,600,0,0,0,0,158,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784832,M,0,9/3/2019,1:56:50,0,1146,600,0,0,0,0,165,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784833,M,0,9/3/2019,1:57:50,0,1147,600,0,0,0,0,167,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784834,M,0,9/3/2019,1:58:50,0,1153,600,0,0,0,0,176,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784835,M,0,9/3/2019,1:59:50,0,1145,600,0,0,0,0,181,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784836,M,0,9/3/2019,2:00:50,0,1131,600,0,0,0,0,194,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784837,M,0,9/3/2019,2:01:50,0,1128,600,0,0,0,0,204,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784838,M,0,9/3/2019,2:02:50,0,1128,600,0,0,0,0,195,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784839,M,0,9/3/2019,2:03:50,0,1130,600,0,0,0,0,188,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784840,M,0,9/3/2019,2:04:50,0,1138,600,0,0,0,0,184,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784841,M,0,9/3/2019,2:05:50,0,1136,600,0,0,0,0,187,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784842,M,0,9/3/2019,2:06:50,0,1139,600,0,0,0,0,191,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784843,M,0,9/3/2019,2:07:50,0,1143,600,0,0,0,0,186,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784844,M,0,9/3/2019,2:08:50,0,1138,600,0,0,0,0,192,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784845,M,0,9/3/2019,2:09:50,0,1151,600,0,0,0,0,212,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784846,M,0,9/3/2019,2:10:50,0,1131,600,0,0,0,0,264,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784847,M,0,9/3/2019,2:11:50,0,1092,600,0,0,0,0,274,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784848,M,0,9/3/2019,2:12:50,0,1051,600,0,0,0,0.2,265,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784849,M,0,9/3/2019,2:13:50,0,1027,600,0,0,0,0.3,256,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784850,M,0,9/3/2019,2:14:50,0,1017,600,0,0,0,0.2,258,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784851,M,0,9/3/2019,2:15:50,0,1021,600,0,0,0,0.2,274,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784872,M,0,9/3/2019,2:36:50,0,1029,600,0,0,0,0,194,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784874,M,0,9/3/2019,2:38:50,0,1190,600,0,0,0,0,154,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
784879,M,0,9/3/2019,2:43:50,0,1038,600,0,0,0,0.1,113,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090319.csv,927,layer_1_concentration,,,
790669,M,0,9/7/2019,20:09:46,0,1030,600,0,0,0,0,132,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090719.csv,1438,layer_1_concentration,,,
790670,M,0,9/7/2019,20:10:46,0,1176,600,0,0,0,0,131,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090719.csv,1438,layer_1_concentration,,,
790671,M,0,9/7/2019,20:11:46,0,1142,600,0,0,0,0,114,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090719.csv,1438,layer_1_concentration,,,
790699,M,0,9/7/2019,20:39:46,0,1102,600,0,0,0,0,132,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090719.csv,1438,layer_1_concentration,,,
790700,M,0,9/7/2019,20:40:46,0,1078,600,0,0,0,0,122,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090719.csv,1438,layer_1_concentration,,,
790702,M,0,9/7/2019,20:42:46,0,1003,600,0,0,0,0,100,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090719.csv,1438,layer_1_concentration,,,
790972,M,0,9/8/2019,1:12:46,0,1035,600,0,0,0,0,44,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090819.csv,1439,layer_1_concentration,,,
791408,M,0,9/8/2019,8:29:46,0.68,1008,600,0,0,0,0.4,20,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_090819.csv,1439,layer_1_concentration,,,
794912,M,0,9/10/2019,19:11:53,0,1016,600,0,0,0,0.2,80,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794934,M,0,9/10/2019,19:33:53,0,1088,600,0,0,0,0,74,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794935,M,0,9/10/2019,19:34:53,0,1093,600,0,0,0,0,74,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794936,M,0,9/10/2019,19:35:53,0,1070,600,0,0,0,0,74,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794937,M,0,9/10/2019,19:36:53,0,1017,600,0,0,0,0,75,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794938,M,0,9/10/2019,19:37:53,0,1112,600,0,0,0,0,74,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794939,M,0,9/10/2019,19:38:53,0,1135,600,0,0,0,0,78,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794940,M,0,9/10/2019,19:39:53,0,1148,600,0,0,0,0,75,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794941,M,0,9/10/2019,19:40:53,0,1158,600,0,0,0,0,93,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794942,M,0,9/10/2019,19:41:53,0,1186,600,0,0,0,0,93,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794943,M,0,9/10/2019,19:42:53,0,1187,600,0,0,0,0,93,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794944,M,0,9/10/2019,19:43:53,0,1195,600,0,0,0,0,93,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794945,M,0,9/10/2019,19:44:53,0,1161,600,0,0,0,0,94,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794946,M,0,9/10/2019,19:45:53,0,1187,600,0,0,0,0,114,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794947,M,0,9/10/2019,19:46:53,0,1189,600,0,0,0,0,118,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794948,M,0,9/10/2019,19:47:53,0,1190,600,0,0,0,0,115,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794949,M,0,9/10/2019,19:48:53,0,1107,600,0,0,0,0.4,118,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
794950,M,0,9/10/2019,19:49:53,0,1054,600,0,0,0,0.2,103,6,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_091019.csv,1433,layer_1_concentration,,,
