,reporting_type,ring_id,dt,time,layer_1_vout,layer_1_concentration,layer_1_setpoint,layer_2_vout,layer_2_concentration,layer_2_setpoint,wind_speed,wind_direction,sector,O3_on,leaf_wetness,file_source,number_of_records,Range_flag,evaluator,replacement_value,explanation
723224,M,0,7/3/2019,15:03:36,0,-81586,600,0,0,0,6.1,227,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_070319.csv,879,layer_1_concentration,,,
706229,M,0,6/21/2019,2:41:44,0,1014,600,0,0,0,0.4,47,1,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_062119.csv,1439,layer_1_concentration,,,
723493,M,0,7/5/2019,9:42:18,3.48,1036,600,0,0,0,1.5,236,7,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_070519.csv,194,layer_1_concentration,,,
729941,M,0,7/13/2019,0:52:09,0,1021,600,0,0,0,0,220,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729942,M,0,7/13/2019,0:53:09,0,1037,600,0,0,0,0,226,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729943,M,0,7/13/2019,0:54:09,0,1047,600,0,0,0,0,230,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729944,M,0,7/13/2019,0:55:09,0,1053,600,0,0,0,0,245,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729945,M,0,7/13/2019,0:56:09,0,1056,600,0,0,0,0,263,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729946,M,0,7/13/2019,0:57:09,0,1052,600,0,0,0,0,278,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729947,M,0,7/13/2019,0:58:09,0,1070,600,0,0,0,0,288,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729948,M,0,7/13/2019,0:59:09,0,1078,600,0,0,0,0,293,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729949,M,0,7/13/2019,1:00:09,0,1083,600,0,0,0,0,295,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729950,M,0,7/13/2019,1:01:09,0,1080,600,0,0,0,0,302,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729951,M,0,7/13/2019,1:02:09,0,1050,600,0,0,0,0,313,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729952,M,0,7/13/2019,1:03:09,0,1021,600,0,0,0,0,313,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729953,M,0,7/13/2019,1:04:09,0,1024,600,0,0,0,0,304,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729954,M,0,7/13/2019,1:05:09,0,1018,600,0,0,0,0,300,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729955,M,0,7/13/2019,1:06:09,0,1050,600,0,0,0,0,292,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729956,M,0,7/13/2019,1:07:09,0,1063,600,0,0,0,0,322,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729957,M,0,7/13/2019,1:08:09,0,1091,600,0,0,0,0,328,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729958,M,0,7/13/2019,1:09:09,0,1088,600,0,0,0,0,328,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729959,M,0,7/13/2019,1:10:09,0,1071,600,0,0,0,0,289,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729960,M,0,7/13/2019,1:11:09,0,1036,600,0,0,0,0,282,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729961,M,0,7/13/2019,1:12:09,0,1052,600,0,0,0,0,263,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729962,M,0,7/13/2019,1:13:09,0,1079,600,0,0,0,0,280,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729963,M,0,7/13/2019,1:14:09,0,1073,600,0,0,0,0,284,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729964,M,0,7/13/2019,1:15:09,0,1073,600,0,0,0,0,299,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729965,M,0,7/13/2019,1:16:09,0,1089,600,0,0,0,0.1,305,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729966,M,0,7/13/2019,1:17:09,0,1107,600,0,0,0,0.2,304,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729967,M,0,7/13/2019,1:18:09,0,1103,600,0,0,0,0,292,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729968,M,0,7/13/2019,1:19:09,0,1095,600,0,0,0,0,274,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729969,M,0,7/13/2019,1:20:09,0,1095,600,0,0,0,0,276,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729970,M,0,7/13/2019,1:21:09,0,1088,600,0,0,0,0,286,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729971,M,0,7/13/2019,1:22:09,0,1080,600,0,0,0,0.3,290,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729972,M,0,7/13/2019,1:23:09,0,1063,600,0,0,0,0.2,285,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729973,M,0,7/13/2019,1:24:09,0,1019,600,0,0,0,0,284,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729981,M,0,7/13/2019,1:32:09,0,1005,600,0,0,0,0,296,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729997,M,0,7/13/2019,1:48:09,0,1021,600,0,0,0,0.2,187,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729998,M,0,7/13/2019,1:49:09,0,1066,600,0,0,0,0.7,184,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
729999,M,0,7/13/2019,1:50:09,0,1066,600,0,0,0,1.1,170,4,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_071319.csv,1436,layer_1_concentration,,,
742591,M,0,7/24/2019,0:39:16,0,1266,600,0,0,0,0.4,6,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072419.csv,1428,layer_1_concentration,,,
742592,M,0,7/24/2019,0:40:16,0,1008,600,0,0,0,0.6,6,8,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072419.csv,1428,layer_1_concentration,,,
743846,M,0,7/24/2019,21:46:18,0,1007,600,0,0,0,0,126,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072419.csv,1428,layer_1_concentration,,,
745423,M,0,7/26/2019,0:14:19,0,1079,600,0,0,0,0,14,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745450,M,0,7/26/2019,0:41:19,0,1283,600,0,0,0,0,60,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745451,M,0,7/26/2019,0:42:19,0,1336,600,0,0,0,0,60,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745452,M,0,7/26/2019,0:43:19,0,1211,600,0,0,0,0,60,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745453,M,0,7/26/2019,0:44:19,0,1196,600,0,0,0,0,60,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745512,M,0,7/26/2019,1:43:19,0,1016,600,0,0,0,0,15,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745554,M,0,7/26/2019,2:25:19,0,1001,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745591,M,0,7/26/2019,3:02:19,0,1048,600,0,0,0,0,84,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745599,M,0,7/26/2019,3:10:19,0,1023,600,0,0,0,0,66,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745619,M,0,7/26/2019,3:30:19,0,1078,600,0,0,0,0,11,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745647,M,0,7/26/2019,3:58:19,0,1034,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745654,M,0,7/26/2019,4:05:19,0,1005,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745655,M,0,7/26/2019,4:06:19,0,1050,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745656,M,0,7/26/2019,4:07:19,0,1045,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745657,M,0,7/26/2019,4:08:19,0,1034,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745658,M,0,7/26/2019,4:09:19,0,1128,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745659,M,0,7/26/2019,4:10:19,0,1148,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745660,M,0,7/26/2019,4:11:19,0,1206,600,0,0,0,0,75,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745661,M,0,7/26/2019,4:12:19,0,1152,600,0,0,0,0,85,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745662,M,0,7/26/2019,4:13:19,0,1056,600,0,0,0,0,85,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
745663,M,0,7/26/2019,4:14:19,0,1027,600,0,0,0,0,88,5,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_072619.csv,1402,layer_1_concentration,,,
756185,M,0,8/3/2019,22:21:50,0,1005,600,0,0,0,0,296,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756186,M,0,8/3/2019,22:22:50,0,1008,600,0,0,0,0,295,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756214,M,0,8/3/2019,22:50:50,0,1019,600,0,0,0,0,0,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756215,M,0,8/3/2019,22:51:50,0,1134,600,0,0,0,0,38,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756216,M,0,8/3/2019,22:52:50,0,1110,600,0,0,0,0,59,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756217,M,0,8/3/2019,22:53:50,0,1128,600,0,0,0,0,59,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756218,M,0,8/3/2019,22:54:50,0,1164,600,0,0,0,0,59,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756219,M,0,8/3/2019,22:55:50,0,1094,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756220,M,0,8/3/2019,22:56:50,0,1085,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756221,M,0,8/3/2019,22:57:50,0,1071,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756222,M,0,8/3/2019,22:58:50,0,1064,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756223,M,0,8/3/2019,22:59:50,0,1080,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756224,M,0,8/3/2019,23:00:50,0,1071,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756225,M,0,8/3/2019,23:01:50,0,1079,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756231,M,0,8/3/2019,23:07:50,0,1062,600,0,0,0,0,67,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756232,M,0,8/3/2019,23:08:50,0,1093,600,0,0,0,0,191,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756233,M,0,8/3/2019,23:09:50,0,1102,600,0,0,0,0,192,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756234,M,0,8/3/2019,23:10:50,0,1093,600,0,0,0,0,191,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756235,M,0,8/3/2019,23:11:50,0,1104,600,0,0,0,0,192,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756236,M,0,8/3/2019,23:12:50,0,1105,600,0,0,0,0,203,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756237,M,0,8/3/2019,23:13:50,0,1112,600,0,0,0,0,217,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756238,M,0,8/3/2019,23:14:50,0,1128,600,0,0,0,0,235,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756239,M,0,8/3/2019,23:15:50,0,1092,600,0,0,0,0,250,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756240,M,0,8/3/2019,23:16:50,0,1046,600,0,0,0,0,256,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080319.csv,1438,layer_1_concentration,,,
756307,M,0,8/4/2019,0:23:50,0,1003,600,0,0,0,0,347,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756496,M,0,8/4/2019,3:32:50,0,1014,600,0,0,0,0,232,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756497,M,0,8/4/2019,3:33:50,0,1018,600,0,0,0,0,232,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756498,M,0,8/4/2019,3:34:50,0,1022,600,0,0,0,0,232,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756499,M,0,8/4/2019,3:35:50,0,1016,600,0,0,0,0,231,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756500,M,0,8/4/2019,3:36:50,0,1034,600,0,0,0,0,233,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756501,M,0,8/4/2019,3:37:50,0,1038,600,0,0,0,0,232,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
756502,M,0,8/4/2019,3:38:50,0,1018,600,0,0,0,0,233,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757603,M,0,8/4/2019,22:02:50,0,1016,600,0,0,0,0,2,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757605,M,0,8/4/2019,22:04:50,0,1016,600,0,0,0,0,12,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757606,M,0,8/4/2019,22:05:50,0,1033,600,0,0,0,0,14,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757607,M,0,8/4/2019,22:06:50,0,1036,600,0,0,0,0,14,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757608,M,0,8/4/2019,22:07:50,0,1122,600,0,0,0,0,0,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757609,M,0,8/4/2019,22:08:50,0,1090,600,0,0,0,0,362,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757610,M,0,8/4/2019,22:09:50,0,1007,600,0,0,0,0,362,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
757612,M,0,8/4/2019,22:11:50,0,1030,600,0,0,0,0,362,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080419.csv,1437,layer_1_concentration,,,
758013,M,0,8/5/2019,4:52:50,0,1030,600,0,0,0,0,302,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758014,M,0,8/5/2019,4:53:50,0,1104,600,0,0,0,0,309,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758015,M,0,8/5/2019,4:54:50,0,1175,600,0,0,0,0,340,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758016,M,0,8/5/2019,4:55:50,0,1160,600,0,0,0,0,337,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758017,M,0,8/5/2019,4:56:50,0,1109,600,0,0,0,0,329,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758018,M,0,8/5/2019,4:57:50,0,1078,600,0,0,0,0,329,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758019,M,0,8/5/2019,4:58:50,0,1085,600,0,0,0,0,329,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758020,M,0,8/5/2019,4:59:50,0,1088,600,0,0,0,0,327,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758021,M,0,8/5/2019,5:00:50,0,1068,600,0,0,0,0,327,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758022,M,0,8/5/2019,5:01:50,0,1069,600,0,0,0,0,328,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758023,M,0,8/5/2019,5:02:50,0,1074,600,0,0,0,0,327,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758024,M,0,8/5/2019,5:03:50,0,1030,600,0,0,0,0,32,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758025,M,0,8/5/2019,5:04:50,0,1014,600,0,0,0,0,78,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758026,M,0,8/5/2019,5:05:50,0,1006,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758027,M,0,8/5/2019,5:06:50,0,1017,600,0,0,0,0,83,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758028,M,0,8/5/2019,5:07:50,0,1102,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758029,M,0,8/5/2019,5:08:50,0,1115,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758030,M,0,8/5/2019,5:09:50,0,1103,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758031,M,0,8/5/2019,5:10:50,0,1100,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758032,M,0,8/5/2019,5:11:50,0,1116,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758033,M,0,8/5/2019,5:12:50,0,1136,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758034,M,0,8/5/2019,5:13:50,0,1128,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758035,M,0,8/5/2019,5:14:50,0,1114,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
758036,M,0,8/5/2019,5:15:50,0,1091,600,0,0,0,0,84,2,0,0.01,\\commons2.life.illinois.edu\soyface_fumigation_data\2019\/raw_data/R9/Avg_080519.csv,1440,layer_1_concentration,,,
